Spanish word,English word,Spanish Sentence,English Sentence
la copa,cup,Esta es una frase con la palabra 'la copa'.,This is a sentence with the word 'cup'.
el tenedor,fork,Esta es una frase con la palabra 'el tenedor'.,This is a sentence with the word 'fork'.
la cuchara,spoon,Esta es una frase con la palabra 'la cuchara'.,This is a sentence with the word 'spoon'.
el cuchillo,knife,Esta es una frase con la palabra 'el cuchillo'.,This is a sentence with the word 'knife'.
la servilleta,napkin,Esta es una frase con la palabra 'la servilleta'.,This is a sentence with the word 'napkin'.
dulce,sweet,Esta es una frase con la palabra 'dulce'.,This is a sentence with the word 'sweet'.
salado(a),savory,Esta es una frase con la palabra 'salado(a)'.,This is a sentence with the word 'savory'.
rico(a),delicious,Esta es una frase con la palabra 'rico(a)'.,This is a sentence with the word 'delicious'.
el desayuno,breakfast,Esta es una frase con la palabra 'el desayuno'.,This is a sentence with the word 'breakfast'.
el almuerzo,lunch,Esta es una frase con la palabra 'el almuerzo'.,This is a sentence with the word 'lunch'.
la cena,dinner,Esta es una frase con la palabra 'la cena'.,This is a sentence with the word 'dinner'.
el tentempié,snack,Esta es una frase con la palabra 'el tentempié'.,This is a sentence with the word 'snack'.
"la prenda, la ropa",clothes,"Esta es una frase con la palabra 'la prenda, la ropa'.",This is a sentence with the word 'clothes'.
los zapatos,shoes,Esta es una frase con la palabra 'los zapatos'.,This is a sentence with the word 'shoes'.
el pantalón,pants,Esta es una frase con la palabra 'el pantalón'.,This is a sentence with the word 'pants'.
la camiseta / la camisa,shirt,Esta es una frase con la palabra 'la camiseta / la camisa'.,This is a sentence with the word 'shirt'.
la chaqueta,jacket,Esta es una frase con la palabra 'la chaqueta'.,This is a sentence with the word 'jacket'.
la falda,skirt,Esta es una frase con la palabra 'la falda'.,This is a sentence with the word 'skirt'.
el suéter,sweater,Esta es una frase con la palabra 'el suéter'.,This is a sentence with the word 'sweater'.
el vestido,dress,Esta es una frase con la palabra 'el vestido'.,This is a sentence with the word 'dress'.
la navidad,christmas,Esta es una frase con la palabra 'la navidad'.,This is a sentence with the word 'christmas'.
el año nuevo,new year,Esta es una frase con la palabra 'el año nuevo'.,This is a sentence with the word 'new year'.
la pascua,easter,Esta es una frase con la palabra 'la pascua'.,This is a sentence with the word 'easter'.
el día de san valentín,valentine’s day,Esta es una frase con la palabra 'el día de san valentín'.,This is a sentence with the word 'valentine’s day'.
el día de la madre,mother’s day,Esta es una frase con la palabra 'el día de la madre'.,This is a sentence with the word 'mother’s day'.
el día del padre,father’s day,Esta es una frase con la palabra 'el día del padre'.,This is a sentence with the word 'father’s day'.
el día de la independencia,independence day,Esta es una frase con la palabra 'el día de la independencia'.,This is a sentence with the word 'independence day'.
el día de acción de gracias,thanksgiving,Esta es una frase con la palabra 'el día de acción de gracias'.,This is a sentence with the word 'thanksgiving'.
el cumpleaños,birthday,Esta es una frase con la palabra 'el cumpleaños'.,This is a sentence with the word 'birthday'.
la fiesta,the party,Esta es una frase con la palabra 'la fiesta'.,This is a sentence with the word 'the party'.
la boda,the wedding,Esta es una frase con la palabra 'la boda'.,This is a sentence with the word 'the wedding'.
el cuerpo humano,the human body,Esta es una frase con la palabra 'el cuerpo humano'.,This is a sentence with the word 'the human body'.
la cabeza,head,Esta es una frase con la palabra 'la cabeza'.,This is a sentence with the word 'head'.
el pecho,chest,Esta es una frase con la palabra 'el pecho'.,This is a sentence with the word 'chest'.
el oído / la oreja,ear,Esta es una frase con la palabra 'el oído / la oreja'.,This is a sentence with the word 'ear'.
el ojo,eye,Esta es una frase con la palabra 'el ojo'.,This is a sentence with the word 'eye'.
la cara,face,Esta es una frase con la palabra 'la cara'.,This is a sentence with the word 'face'.
la mano,hand,Esta es una frase con la palabra 'la mano'.,This is a sentence with the word 'hand'.
la boca,mouth,Esta es una frase con la palabra 'la boca'.,This is a sentence with the word 'mouth'.
el pie,foot,Esta es una frase con la palabra 'el pie'.,This is a sentence with the word 'foot'.
la espalda,back,Esta es una frase con la palabra 'la espalda'.,This is a sentence with the word 'back'.
el pelo,hair,Esta es una frase con la palabra 'el pelo'.,This is a sentence with the word 'hair'.
el codo,elbow,Esta es una frase con la palabra 'el codo'.,This is a sentence with the word 'elbow'.
el dedo,finger,Esta es una frase con la palabra 'el dedo'.,This is a sentence with the word 'finger'.
la pantorrilla,calf,Esta es una frase con la palabra 'la pantorrilla'.,This is a sentence with the word 'calf'.
la pierna,leg,Esta es una frase con la palabra 'la pierna'.,This is a sentence with the word 'leg'.
la muñeca,wrist,Esta es una frase con la palabra 'la muñeca'.,This is a sentence with the word 'wrist'.
el talón,heel,Esta es una frase con la palabra 'el talón'.,This is a sentence with the word 'heel'.
el brazo,arm,Esta es una frase con la palabra 'el brazo'.,This is a sentence with the word 'arm'.
el cuello,neck,Esta es una frase con la palabra 'el cuello'.,This is a sentence with the word 'neck'.
el tobillo,ankle,Esta es una frase con la palabra 'el tobillo'.,This is a sentence with the word 'ankle'.
la frente,forehead,Esta es una frase con la palabra 'la frente'.,This is a sentence with the word 'forehead'.
el muslo,thigh,Esta es una frase con la palabra 'el muslo'.,This is a sentence with the word 'thigh'.
la barba,beard,Esta es una frase con la palabra 'la barba'.,This is a sentence with the word 'beard'.
el bigote,mustache,Esta es una frase con la palabra 'el bigote'.,This is a sentence with the word 'mustache'.
la lengua,tongue,Esta es una frase con la palabra 'la lengua'.,This is a sentence with the word 'tongue'.
el dedo del pie,toe,Esta es una frase con la palabra 'el dedo del pie'.,This is a sentence with the word 'toe'.
la cintura,waist,Esta es una frase con la palabra 'la cintura'.,This is a sentence with the word 'waist'.
la cadera,hip,Esta es una frase con la palabra 'la cadera'.,This is a sentence with the word 'hip'.
las nalgas,buttocks,Esta es una frase con la palabra 'las nalgas'.,This is a sentence with the word 'buttocks'.
el pulgar,thumb,Esta es una frase con la palabra 'el pulgar'.,This is a sentence with the word 'thumb'.
la rodilla,knee,Esta es una frase con la palabra 'la rodilla'.,This is a sentence with the word 'knee'.
la nariz,nose,Esta es una frase con la palabra 'la nariz'.,This is a sentence with the word 'nose'.
"la mejilla, el cachete",cheek,"Esta es una frase con la palabra 'la mejilla, el cachete'.",This is a sentence with the word 'cheek'.
los labios,lips,Esta es una frase con la palabra 'los labios'.,This is a sentence with the word 'lips'.
el hombro,shoulder,Esta es una frase con la palabra 'el hombro'.,This is a sentence with the word 'shoulder'.
"la barbilla, el mentón",chin,"Esta es una frase con la palabra 'la barbilla, el mentón'.",This is a sentence with the word 'chin'.
las cejas,eyebrows,Esta es una frase con la palabra 'las cejas'.,This is a sentence with the word 'eyebrows'.
las pestañas,eyelashes,Esta es una frase con la palabra 'las pestañas'.,This is a sentence with the word 'eyelashes'.
el ombligo,belly button,Esta es una frase con la palabra 'el ombligo'.,This is a sentence with the word 'belly button'.
la piel,skin,Esta es una frase con la palabra 'la piel'.,This is a sentence with the word 'skin'.
el vientre,stomach,Esta es una frase con la palabra 'el vientre'.,This is a sentence with the word 'stomach'.
la garganta,throat,Esta es una frase con la palabra 'la garganta'.,This is a sentence with the word 'throat'.
los dientes/las muelas,teeth,Esta es una frase con la palabra 'los dientes/las muelas'.,This is a sentence with the word 'teeth'.
Connect your Spanish ideas with these transition words and your sentences will begin to flow with ease!,,Esta es una frase con la palabra 'Connect your Spanish ideas with these transition words and your sentences will begin to flow with ease!'.,This is a sentence with the word 'nan'.
al principio,at the beginning,Esta es una frase con la palabra 'al principio'.,This is a sentence with the word 'at the beginning'.
en primer lugar,firstly,Esta es una frase con la palabra 'en primer lugar'.,This is a sentence with the word 'firstly'.
para comenzar,to start,Esta es una frase con la palabra 'para comenzar'.,This is a sentence with the word 'to start'.
antes,before,Esta es una frase con la palabra 'antes'.,This is a sentence with the word 'before'.
después,after,Esta es una frase con la palabra 'después'.,This is a sentence with the word 'after'.
a continuación,in continuation,Esta es una frase con la palabra 'a continuación'.,This is a sentence with the word 'in continuation'.
mientras tanto,meanwhile,Esta es una frase con la palabra 'mientras tanto'.,This is a sentence with the word 'meanwhile'.
al final,at the end,Esta es una frase con la palabra 'al final'.,This is a sentence with the word 'at the end'.
además,additionally,Esta es una frase con la palabra 'además'.,This is a sentence with the word 'additionally'.
aparte de,apart from,Esta es una frase con la palabra 'aparte de'.,This is a sentence with the word 'apart from'.
asimismo,at the same time,Esta es una frase con la palabra 'asimismo'.,This is a sentence with the word 'at the same time'.
también,also,Esta es una frase con la palabra 'también'.,This is a sentence with the word 'also'.
de igual manera,in the same way,Esta es una frase con la palabra 'de igual manera'.,This is a sentence with the word 'in the same way'.
pero,but,Esta es una frase con la palabra 'pero'.,This is a sentence with the word 'but'.
sin embargo,however,Esta es una frase con la palabra 'sin embargo'.,This is a sentence with the word 'however'.
no obstante,nevertheless,Esta es una frase con la palabra 'no obstante'.,This is a sentence with the word 'nevertheless'.
por otro lado,on the other hand,Esta es una frase con la palabra 'por otro lado'.,This is a sentence with the word 'on the other hand'.
aunque,even though,Esta es una frase con la palabra 'aunque'.,This is a sentence with the word 'even though'.
a pesar de,despite,Esta es una frase con la palabra 'a pesar de'.,This is a sentence with the word 'despite'.
"Wherever you are, you’ll want to be able to talk about your location in Spanish.",,"Esta es una frase con la palabra 'Wherever you are, you’ll want to be able to talk about your location in Spanish.'.",This is a sentence with the word 'nan'.
dentro de,inside of,Esta es una frase con la palabra 'dentro de'.,This is a sentence with the word 'inside of'.
encima de/sobre,on top of,Esta es una frase con la palabra 'encima de/sobre'.,This is a sentence with the word 'on top of'.
debajo de,underneath of,Esta es una frase con la palabra 'debajo de'.,This is a sentence with the word 'underneath of'.
delante de,in front of,Esta es una frase con la palabra 'delante de'.,This is a sentence with the word 'in front of'.
detrás de,behind,Esta es una frase con la palabra 'detrás de'.,This is a sentence with the word 'behind'.
entre,between,Esta es una frase con la palabra 'entre'.,This is a sentence with the word 'between'.
en,in/on/at,Esta es una frase con la palabra 'en'.,This is a sentence with the word 'in/on/at'.
dentro de,inside of,Esta es una frase con la palabra 'dentro de'.,This is a sentence with the word 'inside of'.
fuera de,outside of,Esta es una frase con la palabra 'fuera de'.,This is a sentence with the word 'outside of'.
arriba de,above,Esta es una frase con la palabra 'arriba de'.,This is a sentence with the word 'above'.
en medio de,in the middle of,Esta es una frase con la palabra 'en medio de'.,This is a sentence with the word 'in the middle of'.
cerca de,close to,Esta es una frase con la palabra 'cerca de'.,This is a sentence with the word 'close to'.
lejos de,far from,Esta es una frase con la palabra 'lejos de'.,This is a sentence with the word 'far from'.
al lado de,next to,Esta es una frase con la palabra 'al lado de'.,This is a sentence with the word 'next to'.
alrededor de,around,Esta es una frase con la palabra 'alrededor de'.,This is a sentence with the word 'around'.
a la izquierda de,to the left of,Esta es una frase con la palabra 'a la izquierda de'.,This is a sentence with the word 'to the left of'.
a la derecha de,to the right of,Esta es una frase con la palabra 'a la derecha de'.,This is a sentence with the word 'to the right of'.
estar,to be,Esta es una frase con la palabra 'estar'.,This is a sentence with the word 'to be'.
colocar,to place,Esta es una frase con la palabra 'colocar'.,This is a sentence with the word 'to place'.
ubicar,to position,Esta es una frase con la palabra 'ubicar'.,This is a sentence with the word 'to position'.
poner,to put,Esta es una frase con la palabra 'poner'.,This is a sentence with the word 'to put'.
situar,to place,Esta es una frase con la palabra 'situar'.,This is a sentence with the word 'to place'.
"aquí, acá",here,"Esta es una frase con la palabra 'aquí, acá'.",This is a sentence with the word 'here'.
ahí,there,Esta es una frase con la palabra 'ahí'.,This is a sentence with the word 'there'.
allí,there,Esta es una frase con la palabra 'allí'.,This is a sentence with the word 'there'.
allá,over there,Esta es una frase con la palabra 'allá'.,This is a sentence with the word 'over there'.
el este,east,Esta es una frase con la palabra 'el este'.,This is a sentence with the word 'east'.
el norte,north,Esta es una frase con la palabra 'el norte'.,This is a sentence with the word 'north'.
el oeste,west,Esta es una frase con la palabra 'el oeste'.,This is a sentence with the word 'west'.
el sur,south,Esta es una frase con la palabra 'el sur'.,This is a sentence with the word 'south'.
"Check out this classroom vocabulary for some of the 1,000 most common Spanish words.",,"Esta es una frase con la palabra 'Check out this classroom vocabulary for some of the 1,000 most common Spanish words.'.",This is a sentence with the word 'nan'.
la clase,classroom,Esta es una frase con la palabra 'la clase'.,This is a sentence with the word 'classroom'.
el aula,classroom,Esta es una frase con la palabra 'el aula'.,This is a sentence with the word 'classroom'.
la pizarra,blackboard,Esta es una frase con la palabra 'la pizarra'.,This is a sentence with the word 'blackboard'.
el pizarrón,whiteboard,Esta es una frase con la palabra 'el pizarrón'.,This is a sentence with the word 'whiteboard'.
la tiza,chalk,Esta es una frase con la palabra 'la tiza'.,This is a sentence with the word 'chalk'.
el marcador,marker,Esta es una frase con la palabra 'el marcador'.,This is a sentence with the word 'marker'.
el borrador,eraser,Esta es una frase con la palabra 'el borrador'.,This is a sentence with the word 'eraser'.
el escritorio,desk,Esta es una frase con la palabra 'el escritorio'.,This is a sentence with the word 'desk'.
el pupitre,desk,Esta es una frase con la palabra 'el pupitre'.,This is a sentence with the word 'desk'.
la silla,chair,Esta es una frase con la palabra 'la silla'.,This is a sentence with the word 'chair'.
la mochila,backpack,Esta es una frase con la palabra 'la mochila'.,This is a sentence with the word 'backpack'.
el libro,book,Esta es una frase con la palabra 'el libro'.,This is a sentence with the word 'book'.
el cuaderno,notebook,Esta es una frase con la palabra 'el cuaderno'.,This is a sentence with the word 'notebook'.
el papel,paper,Esta es una frase con la palabra 'el papel'.,This is a sentence with the word 'paper'.
el lápiz,pencil,Esta es una frase con la palabra 'el lápiz'.,This is a sentence with the word 'pencil'.
los lápices de colores,coloring pencils,Esta es una frase con la palabra 'los lápices de colores'.,This is a sentence with the word 'coloring pencils'.
el sacapuntas,pencil sharpener,Esta es una frase con la palabra 'el sacapuntas'.,This is a sentence with the word 'pencil sharpener'.
el bolígrafo,pen,Esta es una frase con la palabra 'el bolígrafo'.,This is a sentence with the word 'pen'.
la goma,eraser,Esta es una frase con la palabra 'la goma'.,This is a sentence with the word 'eraser'.
las tijeras,scissors,Esta es una frase con la palabra 'las tijeras'.,This is a sentence with the word 'scissors'.
la cola/el pegamento,glue,Esta es una frase con la palabra 'la cola/el pegamento'.,This is a sentence with the word 'glue'.
la regla,ruler,Esta es una frase con la palabra 'la regla'.,This is a sentence with the word 'ruler'.
la grapadora,stapler,Esta es una frase con la palabra 'la grapadora'.,This is a sentence with the word 'stapler'.
el estuche,pencil case,Esta es una frase con la palabra 'el estuche'.,This is a sentence with the word 'pencil case'.
estudiar,to study,Esta es una frase con la palabra 'estudiar'.,This is a sentence with the word 'to study'.
repasar,to revise,Esta es una frase con la palabra 'repasar'.,This is a sentence with the word 'to revise'.
aprender,to learn,Esta es una frase con la palabra 'aprender'.,This is a sentence with the word 'to learn'.
saber,to know,Esta es una frase con la palabra 'saber'.,This is a sentence with the word 'to know'.
hacer los deberes,to do homework,Esta es una frase con la palabra 'hacer los deberes'.,This is a sentence with the word 'to do homework'.
hacer la tarea,to do homework,Esta es una frase con la palabra 'hacer la tarea'.,This is a sentence with the word 'to do homework'.
leer,to read,Esta es una frase con la palabra 'leer'.,This is a sentence with the word 'to read'.
escribir,to write,Esta es una frase con la palabra 'escribir'.,This is a sentence with the word 'to write'.
hablar,to speak,Esta es una frase con la palabra 'hablar'.,This is a sentence with the word 'to speak'.
decir,to say,Esta es una frase con la palabra 'decir'.,This is a sentence with the word 'to say'.
preguntar,to ask,Esta es una frase con la palabra 'preguntar'.,This is a sentence with the word 'to ask'.
charlar,to chat,Esta es una frase con la palabra 'charlar'.,This is a sentence with the word 'to chat'.
dictar,to dictate,Esta es una frase con la palabra 'dictar'.,This is a sentence with the word 'to dictate'.
deletrear,to spell,Esta es una frase con la palabra 'deletrear'.,This is a sentence with the word 'to spell'.
contar,to count,Esta es una frase con la palabra 'contar'.,This is a sentence with the word 'to count'.
faltar,to miss school,Esta es una frase con la palabra 'faltar'.,This is a sentence with the word 'to miss school'.
aprobar,to pass a subject/a test,Esta es una frase con la palabra 'aprobar'.,This is a sentence with the word 'to pass a subject/a test'.
reprobar,to fail a subject/a test,Esta es una frase con la palabra 'reprobar'.,This is a sentence with the word 'to fail a subject/a test'.
prestar,to lend,Esta es una frase con la palabra 'prestar'.,This is a sentence with the word 'to lend'.
tomar prestado,to borrow,Esta es una frase con la palabra 'tomar prestado'.,This is a sentence with the word 'to borrow'.
traer,to bring,Esta es una frase con la palabra 'traer'.,This is a sentence with the word 'to bring'.
enseñar,to teach,Esta es una frase con la palabra 'enseñar'.,This is a sentence with the word 'to teach'.
mostrar,to show,Esta es una frase con la palabra 'mostrar'.,This is a sentence with the word 'to show'.
nombrar,to name,Esta es una frase con la palabra 'nombrar'.,This is a sentence with the word 'to name'.
ayudar,to help,Esta es una frase con la palabra 'ayudar'.,This is a sentence with the word 'to help'.
la escuela,school,Esta es una frase con la palabra 'la escuela'.,This is a sentence with the word 'school'.
el colegio,school,Esta es una frase con la palabra 'el colegio'.,This is a sentence with the word 'school'.
el gimnasio,gym,Esta es una frase con la palabra 'el gimnasio'.,This is a sentence with the word 'gym'.
el patio,playground,Esta es una frase con la palabra 'el patio'.,This is a sentence with the word 'playground'.
el baño,restroom,Esta es una frase con la palabra 'el baño'.,This is a sentence with the word 'restroom'.
el pasillo,hallway,Esta es una frase con la palabra 'el pasillo'.,This is a sentence with the word 'hallway'.
la biblioteca,library,Esta es una frase con la palabra 'la biblioteca'.,This is a sentence with the word 'library'.
la oficina,office,Esta es una frase con la palabra 'la oficina'.,This is a sentence with the word 'office'.
la sala de profesores,staff room,Esta es una frase con la palabra 'la sala de profesores'.,This is a sentence with the word 'staff room'.
el comedor,cafeteria,Esta es una frase con la palabra 'el comedor'.,This is a sentence with the word 'cafeteria'.
la cocina,kitchen,Esta es una frase con la palabra 'la cocina'.,This is a sentence with the word 'kitchen'.
la enfermería,infirmary,Esta es una frase con la palabra 'la enfermería'.,This is a sentence with the word 'infirmary'.
el laboratorio,lab,Esta es una frase con la palabra 'el laboratorio'.,This is a sentence with the word 'lab'.
maestro/a,teacher (primary school),Esta es una frase con la palabra 'maestro/a'.,This is a sentence with the word 'teacher (primary school)'.
profesor/a,teacher (secondary school),Esta es una frase con la palabra 'profesor/a'.,This is a sentence with the word 'teacher (secondary school)'.
entrenador/a,coach,Esta es una frase con la palabra 'entrenador/a'.,This is a sentence with the word 'coach'.
enfermero/a,nurse,Esta es una frase con la palabra 'enfermero/a'.,This is a sentence with the word 'nurse'.
director/a,principal,Esta es una frase con la palabra 'director/a'.,This is a sentence with the word 'principal'.
alumno/a,student,Esta es una frase con la palabra 'alumno/a'.,This is a sentence with the word 'student'.
estudiante,student,Esta es una frase con la palabra 'estudiante'.,This is a sentence with the word 'student'.
el almuerzo,lunch,Esta es una frase con la palabra 'el almuerzo'.,This is a sentence with the word 'lunch'.
el recreo,recess,Esta es una frase con la palabra 'el recreo'.,This is a sentence with the word 'recess'.
las vacaciones,vacations,Esta es una frase con la palabra 'las vacaciones'.,This is a sentence with the word 'vacations'.
la comida,food,Esta es una frase con la palabra 'la comida'.,This is a sentence with the word 'food'.
el casillero,locker,Esta es una frase con la palabra 'el casillero'.,This is a sentence with the word 'locker'.
la materia,subject,Esta es una frase con la palabra 'la materia'.,This is a sentence with the word 'subject'.
la matemática,math,Esta es una frase con la palabra 'la matemática'.,This is a sentence with the word 'math'.
la biología,biology,Esta es una frase con la palabra 'la biología'.,This is a sentence with the word 'biology'.
la química,chemistry,Esta es una frase con la palabra 'la química'.,This is a sentence with the word 'chemistry'.
la física,physics,Esta es una frase con la palabra 'la física'.,This is a sentence with the word 'physics'.
la educación física,physical education,Esta es una frase con la palabra 'la educación física'.,This is a sentence with the word 'physical education'.
la historia,history,Esta es una frase con la palabra 'la historia'.,This is a sentence with the word 'history'.
la literatura,literature,Esta es una frase con la palabra 'la literatura'.,This is a sentence with the word 'literature'.
la prueba,test,Esta es una frase con la palabra 'la prueba'.,This is a sentence with the word 'test'.
el examen,exam,Esta es una frase con la palabra 'el examen'.,This is a sentence with the word 'exam'.
la nota,grade,Esta es una frase con la palabra 'la nota'.,This is a sentence with the word 'grade'.
la calificación,grade,Esta es una frase con la palabra 'la calificación'.,This is a sentence with the word 'grade'.
un ordenador (Spain),a computer,Esta es una frase con la palabra 'un ordenador (Spain)'.,This is a sentence with the word 'a computer'.
una computadora (Latin America),a computer,Esta es una frase con la palabra 'una computadora (Latin America)'.,This is a sentence with the word 'a computer'.
una tableta,a tablet,Esta es una frase con la palabra 'una tableta'.,This is a sentence with the word 'a tablet'.
una impresora,a printer,Esta es una frase con la palabra 'una impresora'.,This is a sentence with the word 'a printer'.
el ratón,the mouse,Esta es una frase con la palabra 'el ratón'.,This is a sentence with the word 'the mouse'.
apagar,to turn on,Esta es una frase con la palabra 'apagar'.,This is a sentence with the word 'to turn on'.
encender,to turn off,Esta es una frase con la palabra 'encender'.,This is a sentence with the word 'to turn off'.
el disco duro,the hard drive,Esta es una frase con la palabra 'el disco duro'.,This is a sentence with the word 'the hard drive'.
el teclado,the keyboard,Esta es una frase con la palabra 'el teclado'.,This is a sentence with the word 'the keyboard'.
la tecla,the key,Esta es una frase con la palabra 'la tecla'.,This is a sentence with the word 'the key'.
los auriculares,headphones,Esta es una frase con la palabra 'los auriculares'.,This is a sentence with the word 'headphones'.
el micrófono,the mic,Esta es una frase con la palabra 'el micrófono'.,This is a sentence with the word 'the mic'.
la pantalla,the screen,Esta es una frase con la palabra 'la pantalla'.,This is a sentence with the word 'the screen'.
la cámara,the camera,Esta es una frase con la palabra 'la cámara'.,This is a sentence with the word 'the camera'.
los altavoces,the speakers,Esta es una frase con la palabra 'los altavoces'.,This is a sentence with the word 'the speakers'.
una aplicación,an app,Esta es una frase con la palabra 'una aplicación'.,This is a sentence with the word 'an app'.
base de datos,database,Esta es una frase con la palabra 'base de datos'.,This is a sentence with the word 'database'.
las redes sociales,social networks,Esta es una frase con la palabra 'las redes sociales'.,This is a sentence with the word 'social networks'.
el enlace,the link,Esta es una frase con la palabra 'el enlace'.,This is a sentence with the word 'the link'.
subir,to upload,Esta es una frase con la palabra 'subir'.,This is a sentence with the word 'to upload'.
guardar,to save,Esta es una frase con la palabra 'guardar'.,This is a sentence with the word 'to save'.
borrar,to delete,Esta es una frase con la palabra 'borrar'.,This is a sentence with the word 'to delete'.
hacer click,to click,Esta es una frase con la palabra 'hacer click'.,This is a sentence with the word 'to click'.
bajar/descargar,to download,Esta es una frase con la palabra 'bajar/descargar'.,This is a sentence with the word 'to download'.
buscar en Google,search on Google,Esta es una frase con la palabra 'buscar en Google'.,This is a sentence with the word 'search on Google'.
pirata informático,hacker,Esta es una frase con la palabra 'pirata informático'.,This is a sentence with the word 'hacker'.
contraseña,password,Esta es una frase con la palabra 'contraseña'.,This is a sentence with the word 'password'.
la casa,"house, home",Esta es una frase con la palabra 'la casa'.,"This is a sentence with the word 'house, home'."
el hogar,home,Esta es una frase con la palabra 'el hogar'.,This is a sentence with the word 'home'.
la habitación,bedroom,Esta es una frase con la palabra 'la habitación'.,This is a sentence with the word 'bedroom'.
el cuarto,bedroom,Esta es una frase con la palabra 'el cuarto'.,This is a sentence with the word 'bedroom'.
el dormitorio,bedroom,Esta es una frase con la palabra 'el dormitorio'.,This is a sentence with the word 'bedroom'.
la sala,living room,Esta es una frase con la palabra 'la sala'.,This is a sentence with the word 'living room'.
el comedor,dining room,Esta es una frase con la palabra 'el comedor'.,This is a sentence with the word 'dining room'.
la cocina,kitchen,Esta es una frase con la palabra 'la cocina'.,This is a sentence with the word 'kitchen'.
el baño,bathroom,Esta es una frase con la palabra 'el baño'.,This is a sentence with the word 'bathroom'.
el pasillo,hallway,Esta es una frase con la palabra 'el pasillo'.,This is a sentence with the word 'hallway'.
el jardín,"yard, garden",Esta es una frase con la palabra 'el jardín'.,"This is a sentence with the word 'yard, garden'."
el garaje,garage,Esta es una frase con la palabra 'el garaje'.,This is a sentence with the word 'garage'.
cómodo/a,comfortable,Esta es una frase con la palabra 'cómodo/a'.,This is a sentence with the word 'comfortable'.
acogedor,cozy,Esta es una frase con la palabra 'acogedor'.,This is a sentence with the word 'cozy'.
desordenado/a,messy,Esta es una frase con la palabra 'desordenado/a'.,This is a sentence with the word 'messy'.
limpio/a,clean,Esta es una frase con la palabra 'limpio/a'.,This is a sentence with the word 'clean'.
la pasta de dientes,toothpaste,Esta es una frase con la palabra 'la pasta de dientes'.,This is a sentence with the word 'toothpaste'.
el cepillo de dientes,toothbrush,Esta es una frase con la palabra 'el cepillo de dientes'.,This is a sentence with the word 'toothbrush'.
el jabón,soap,Esta es una frase con la palabra 'el jabón'.,This is a sentence with the word 'soap'.
el secador de pelo,hair dryer,Esta es una frase con la palabra 'el secador de pelo'.,This is a sentence with the word 'hair dryer'.
el champú,shampoo,Esta es una frase con la palabra 'el champú'.,This is a sentence with the word 'shampoo'.
el cepillo,brush,Esta es una frase con la palabra 'el cepillo'.,This is a sentence with the word 'brush'.
el papel higiénico,toilet paper,Esta es una frase con la palabra 'el papel higiénico'.,This is a sentence with the word 'toilet paper'.
la toalla,towel,Esta es una frase con la palabra 'la toalla'.,This is a sentence with the word 'towel'.
el agua jabonosa,soapy water,Esta es una frase con la palabra 'el agua jabonosa'.,This is a sentence with the word 'soapy water'.
la bolsa de basura,trash bag,Esta es una frase con la palabra 'la bolsa de basura'.,This is a sentence with the word 'trash bag'.
el cubo de basura,trash can,Esta es una frase con la palabra 'el cubo de basura'.,This is a sentence with the word 'trash can'.
el cesto de la ropa sucia,laundry basket,Esta es una frase con la palabra 'el cesto de la ropa sucia'.,This is a sentence with the word 'laundry basket'.
la navaja de afeitar,razor,Esta es una frase con la palabra 'la navaja de afeitar'.,This is a sentence with the word 'razor'.
la maquinilla de afeitar eléctrica,electric razor,Esta es una frase con la palabra 'la maquinilla de afeitar eléctrica'.,This is a sentence with the word 'electric razor'.
la crema de afeitar,shaving cream,Esta es una frase con la palabra 'la crema de afeitar'.,This is a sentence with the word 'shaving cream'.
el enjuague bucal,mouthwash,Esta es una frase con la palabra 'el enjuague bucal'.,This is a sentence with the word 'mouthwash'.
el cepillo de pelo,hair brush,Esta es una frase con la palabra 'el cepillo de pelo'.,This is a sentence with the word 'hair brush'.
el peine,comb,Esta es una frase con la palabra 'el peine'.,This is a sentence with the word 'comb'.
el limpiador facial,facial cleanser,Esta es una frase con la palabra 'el limpiador facial'.,This is a sentence with the word 'facial cleanser'.
la balanza,scale,Esta es una frase con la palabra 'la balanza'.,This is a sentence with the word 'scale'.
el pañuelo de papel,tissue,Esta es una frase con la palabra 'el pañuelo de papel'.,This is a sentence with the word 'tissue'.
los juguetes de baño,bath toys,Esta es una frase con la palabra 'los juguetes de baño'.,This is a sentence with the word 'bath toys'.
la alfombra de baño,bath mat,Esta es una frase con la palabra 'la alfombra de baño'.,This is a sentence with the word 'bath mat'.
la ducha,shower,Esta es una frase con la palabra 'la ducha'.,This is a sentence with the word 'shower'.
la bañera,bathtub,Esta es una frase con la palabra 'la bañera'.,This is a sentence with the word 'bathtub'.
el fregadero,sink,Esta es una frase con la palabra 'el fregadero'.,This is a sentence with the word 'sink'.
el inodoro,toilet,Esta es una frase con la palabra 'el inodoro'.,This is a sentence with the word 'toilet'.
el grifo,faucet,Esta es una frase con la palabra 'el grifo'.,This is a sentence with the word 'faucet'.
el espejo,mirror,Esta es una frase con la palabra 'el espejo'.,This is a sentence with the word 'mirror'.
peinar,to comb,Esta es una frase con la palabra 'peinar'.,This is a sentence with the word 'to comb'.
cocinar,to cook,Esta es una frase con la palabra 'cocinar'.,This is a sentence with the word 'to cook'.
comer,to eat,Esta es una frase con la palabra 'comer'.,This is a sentence with the word 'to eat'.
adobar,to marinate,Esta es una frase con la palabra 'adobar'.,This is a sentence with the word 'to marinate'.
