Spanish word,English word,Spanish Sentence,English Sentence
luchar,to wrestle/to fight,Voy a luchar por mis sueños hasta alcanzarlos.,"""I am going to fight for my dreams until I achieve them."""
correr,to run,El perro corre rápido por el parque.,The dog runs quickly through the park.
esquiar,to ski,Me encanta esquiar en las montañas durante el invierno.,I love skiing in the mountains during the winter.
el partido,game/match,Voy a ir al estadio para ver el partido de fútbol esta noche.,I am going to the stadium to watch the soccer game tonight.
la carrera,race,¡Ella está estudiando para su próxima carrera universitaria!,She is studying for her next university degree!
el torneo,tournament,El torneo de tenis comenzará la próxima semana en el club local.,"Sure! Here's a sentence for you: ""I can't wait for the tennis tournament to start next week at the local club."""
patear,to kick,El niño iba pateando una pelota por el parque.,The boy was kicking a ball through the park.
saltar,to jump,¡Voy a saltar por encima de la cuerda en el parque!,I am going to jump over the rope at the park!
parar,to stop/to block,A veces es necesario parar un momento y reflexionar sobre nuestras decisiones.,At times it is necessary to stop for a moment and reflect on our decisions.
balancear,to swing,El trapecista logró balancear su cuerpo con destreza y gracia durante toda la actuación.,The trapeze artist managed to balance his body with skill and grace throughout the performance.
servir,to serve,"Claro, aquí tienes: ""El camarero está listo para servir la comida a los clientes"".","Of course, here you go: ""The waiter is ready to serve the food to the customers.""."
rematar,to spike,"Mi hermano mayor iba a rematar la jugada con un gol, pero el portero rival lo evitó con una gran parada.","My older brother was about to finish the play with a goal, but the opposing goalkeeper prevented it with a great save."
pegar,to hit,Voy a pegar las fotos en el álbum de recuerdos.,I am going to stick the photos in the memory album.
driblar,to dribble,El jugador logró driblar a dos defensores y anotar un gol impresionante.,The player managed to dribble past two defenders and score an impressive goal.
tirar,to throw,Voy a tirar la basura antes de que empiece a oler mal.,I am going to take out the trash before it starts to smell bad.
agarrar,to catch,"¡No olvides agarrar tu paraguas antes de salir, está lloviendo!","""Don't forget to grab your umbrella before heading out, it's raining!"""
ganar,to win,¡Espero que mi equipo favorito gane el partido de fútbol esta noche!,I hope that my favorite team wins the soccer match tonight!
perder,to lose,"No debes perder la esperanza, siempre hay una solución.","""You should not lose hope, there is always a solution."""
empatar,to tie,"Claro, aquí tienes una oración: El partido de fútbol terminó en un empate entre los equipos rivales.","Of course, here is a sentence: The soccer match ended in a tie between the rival teams."
caminar,to walk,Prefiero caminar por el parque en lugar de usar el coche.,"""Prefiero caminar por el parque en lugar de usar el coche para disfrutar del aire fresco y la naturaleza."""
bailar,to dance,A mí me encanta bailar salsa los fines de semana.,"""Me encanta bailar salsa los fines de semana porque es una forma divertida y emocionante de pasar el tiempo libre."""
jugar,to play,Me gusta jugar al fútbol los fines de semana con mis amigos.,I like to play soccer on the weekends with my friends.
competir,to compete,Los atletas están listos para competir en la carrera de relevos.,The athletes are ready to compete in the relay race.
These common Spanish words for food will leave you hungry for more Spanish!,,Estas palabras comunes en español para la comida te dejarán con hambre de más español.,These common words in Spanish for food will leave you craving more Spanish.
la comida,food,¡Me encanta la comida mexicana!,I love Mexican food!
las bebidas,drinks,"""En la fiesta, serviremos las bebidas refrescantes para nuestros invitados.""","""At the party, we will serve refreshing drinks to our guests."""
las verduras,vegetables,Mi mamá compró las verduras frescas en el mercado.,My mom bought fresh vegetables at the market.
las frutas,fruits,Las frutas son una excelente fuente de vitaminas y minerales para mantener una dieta equilibrada.,Fruits are an excellent source of vitamins and minerals to maintain a balanced diet.
cocinar,to cook,Voy a cocinar una deliciosa cena esta noche.,I am going to cook a delicious dinner tonight.
tengo hambre,i’m hungry,"Claro, aquí tienes una frase en español: ""Después de tanto ejercicio, ¡tengo hambre!""","Of course, here is a sentence in English: ""After so much exercise, I'm hungry!"""
tengo sed,i’m thirsty,"Claro. Aquí tienes una frase: ""Después de correr tanto, tengo sed y necesito beber agua.""","Claro. Here is a sentence: ""After running so much, I'm thirsty and need to drink water."""
la res,beef,La res es un animal doméstico que se cría comúnmente para la producción de carne y leche.,The goat is a domestic animal that is commonly raised for the production of meat and milk.
el pollo,chicken,"Claro, aquí tienes: ""Me encanta comer el pollo asado los domingos en familia.""","Of course, here you go: ""I love eating roast chicken on Sundays with my family."""
la gallina,chicken,La gallina canta al amanecer todos los días.,"""The hen crows at dawn every day."""
el cordero,lamb,El cordero fue cocinado lentamente en el horno con hierbas y especias.,The lamb was cooked slowly in the oven with herbs and spices.
la barbacoa,grilled,Me encanta cocinar la barbacoa en el jardín los domingos por la tarde.,I love to cook barbecue in the garden on Sunday afternoons.
el cerdo,pork,El granjero alimentó al cerdo antes de irse a dormir.,The farmer fed the pig before going to bed.
el perrito caliente,hot dog,Me gusta comer el perrito caliente con mostaza y ketchup.,"""I like to eat the hot dog with mustard and ketchup."""
el jamón,ham,"""Me encanta el jamón serrano en mi bocadillo favorito.""",I love Serrano ham in my favorite sandwich.
la hamburguesa,hamburger,Me encanta la hamburguesa con queso y aguacate.,"""I love the cheese and avocado hamburger."""
el tocino,bacon,El tocino se cocina en la sartén hasta que esté dorado y crujiente.,The bacon is cooked in the pan until it is golden and crispy.
el pescado,fish,¡Ayer preparé un delicioso plato de el pescado al horno con limón y hierbas!,Yesterday I prepared a delicious baked fish dish with lemon and herbs!
la zanahoria,carrot,¡Me encanta la zanahoria en mi ensalada!,I love having carrots in my salad!
la lechuga,lettuce,"Claro, aquí tienes: Me gusta poner la lechuga en las ensaladas.","Of course, here you go: I like to put lettuce in salads."
el tomate,tomato,El tomate es una fruta muy versátil que se utiliza en muchas recetas.,Tomato is a very versatile fruit that is used in many recipes.
la maíz,corn,El maíz es un alimento básico en la dieta de muchos países latinoamericanos.,"""Maize is a staple food in the diet of many Latin American countries."""
la papa,potato,¡Me encanta cocinar la papa al horno con mantequilla y romero!,I love cooking baked potatoes with butter and rosemary!
la patata,potato,"Claro, aquí tienes una oración: ""Me encanta la patata frita con salsa de queso"".","Of course, here is a sentence: ""I love French fries with cheese sauce.""."
las papas,french fries,Me gusta comer las papas fritas con salsa de tomate.,"""I like to eat French fries with ketchup."""
las patatas fritas,french fries,Me encantan las patatas fritas con salsa picante.,I love French fries with spicy sauce.
el brocoli,broccoli,¡Me encanta comer el brócoli en ensaladas!,I love eating broccoli in salads!
la espinaca,spinach,¡Me encanta la espinaca en mis ensaladas!,I love spinach in my salads!
la cebolla,onion,Me gusta cocinar con la cebolla porque le da mucho sabor a mis platillos.,I enjoy cooking with onions because they add a lot of flavor to my dishes.
la col,cabbage,La col es una verdura deliciosa y nutritiva que se puede cocinar de diversas formas.,Broccoli is a delicious and nutritious vegetable that can be cooked in various ways.
la ensalada,salad,Me encanta comer la ensalada con aguacate y tomate todos los días.,I love eating salad with avocado and tomato every day.
la aceituna,olive,¡Me encanta comer la aceituna en la ensalada!,"""I love eating olives in my salad!"""
las calabacitas,squash,¡Me encanta cocinar las calabacitas rellenas con queso y chorizo!,I love cooking stuffed zucchinis with cheese and chorizo!
el hongo,mushroom,Claramente no debes comer el hongo si no estás seguro de que es seguro.,"Clearly, you should not eat the mushroom if you are not sure that it is safe."
el pepino,cucumber,¡Me encanta el pepino en ensaladas!,I love cucumber in salads!
la manzana,apple,"""Me gusta comer la manzana roja con miel todas las mañanas.""","""I like to eat the red apple with honey every morning."""
la pera,pear,Aquí tienes la pera más deliciosa que he probado.,Here's the most delicious pear I have ever tasted.
la fresa,strawberry,Me encanta comer la fresa con un poco de crema batida.,I love eating strawberries with a little bit of whipped cream.
la frambuesa,raspberry,Me encanta comer la frambuesa porque es una fruta deliciosa y llena de antioxidantes.,"""I love to eat raspberries because they are a delicious fruit full of antioxidants."""
la zarzamora,blackberry,Me encanta comer la zarzamora fresca en verano.,"""I love eating fresh blackberries in the summer."""
el arándano,blueberry,Me encanta comer el arándano en mis ensaladas.,I love to eat cranberries in my salads.
el arándano rojo,cranberry,A mi madre le encanta hacer mermelada con el arándano rojo que cultiva en su jardín.,My mother loves making jam with the red cranberries she grows in her garden.
la naranja,orange,"Claro, aquí tienes un ejemplo de una oración en español con la palabra 'la naranja': 

""Me encanta el jugo de la naranja en la mañana.""","""Of course, here is an example of a sentence in Spanish with the word 'la naranja': 'Me encanta el jugo de la naranja en la mañana.'"""
la mandarina,tangerine,Me encanta el sabor dulce y refrescante de la mandarina.,I love the sweet and refreshing taste of tangerine.
la toronja,grapefruit,Me encanta empezar el día con un jugo de la toronja fresco y delicioso.,I love starting the day with a fresh and delicious grapefruit juice.
el limón,lemon,El limón es una fruta cítrica muy refrescante y versátil en la cocina.,The lemon is a citrus fruit that is very refreshing and versatile in the kitchen.
la lima,lime,Mi hermana cortó la lima en rodajas para hacer una limonada refrescante.,My sister cut the lime into slices to make a refreshing lemonade.
el plátano,banana,"Claro, aquí tienes: ""Me encanta comer el plátano como snack en la tarde.""","Of course, here you go: ""I love eating a banana as a snack in the afternoon."""
la piña,pineapple,Me encanta comer la piña en el verano porque es refrescante y dulce.,I love to eat pineapple in the summer because it is refreshing and sweet.
el coco,coconut,"Clásicamente, se dice que el coco es un fruto tropical delicioso y nutritivo.","Clasically, it is said that the coconut is a delicious and nutritious tropical fruit."
el mango,mango,El mango es una fruta deliciosa y refrescante para disfrutar en un día caluroso.,The mango is a delicious and refreshing fruit to enjoy on a hot day.
la papaya,papaya,Me encanta comer la papaya dulce y jugosa en el desayuno.,I love to eat sweet and juicy papaya for breakfast.
la cerveza,beer,Disfruté de una deliciosa cerveza en la playa.,"""I enjoyed a delicious beer on the beach."""
el refresco,"pop, soft drink",Voy a la tienda a comprar el refresco para la fiesta.,I am going to the store to buy the soda for the party.
el té,tea,Me encanta relajarme por la tarde tomando el té con galletas.,I love to relax in the afternoon by having tea with cookies.
el té helado,iced tea,Disfruto bebiendo el té helado en un día caluroso de verano.,I enjoy drinking iced tea on a hot summer day.
el café,coffee,Me encanta el café por las mañanas para despertar.,I love coffee in the mornings to wake up.
la leche,milk,"Claro, aquí tienes: Me gusta tomar el café con leche por la mañana.","Of course, here you go: I enjoy having coffee with milk in the morning."
el agua,water,El agua es imprescindible para la vida en la Tierra.,Water is essential for life on Earth.
el jugo,juice,"Claro, aquí tienes: ""Me gusta beber el jugo de naranja en el desayuno.""","""Of course, here you go: 'I like to drink orange juice for breakfast.'"""
el batido,milkshake,Me encanta disfrutar un delicioso el batido de fresa en la tarde.,I love to enjoy a delicious strawberry smoothie in the afternoon.
el chocolate,chocolate,Me encanta el chocolate negro con almendras.,I love dark chocolate with almonds.
los dulces,candy,¡Me encantan los dulces que compramos en la pastelería!,I love the pastries we bought at the bakery!
el pastel,cake,¡Hoy vamos a celebrar con el pastel de cumpleaños que preparé para ti!,Today we are going to celebrate with the birthday cake that I made for you!
las galletas,cookies,¡Me encanta comer las galletas de chocolate que compré en la panadería!,I love eating the chocolate cookies that I bought at the bakery!
el helado,ice cream,Me encanta el helado de vainilla en un día caluroso de verano.,"""I love vanilla ice cream on a hot summer day."""
el churros con chocolate,chocolate churros,Me encanta disfrutar de un delicioso el churro con chocolate en las mañanas.,"""I love to enjoy a delicious churro with chocolate in the mornings."""
el basque cheesecake,cheesecake,Me encanta el sabor del el basque cheesecake.,I love the taste of Basque cheesecake.
el plato,plate,"Sí, por supuesto. Aquí tienes una oración: ""Por favor, pásame el plato de la ensalada.""","""¿Sí, por supuesto. Aquí tienes una oración: 'Por favor, pásame el plato de la ensalada.'"""
el plato hondo,bowl,¡Me encanta comer sopa caliente en el plato hondo en los días fríos de invierno!,I love to eat hot soup in a deep bowl on cold winter days!
el vaso,glass,Tomé agua fresca en el vaso de cristal.,I drank fresh water in the glass cup.
la copa,cup,Vamos a celebrar con champán en la copa de cristal.,Let's celebrate with champagne in the crystal glass.
el tenedor,fork,"Por favor, pasa el tenedor para que pueda cortar la carne.","""Please pass the fork so I can cut the meat."""
la cuchara,spoon,"Claro, aquí tienes: ""La cuchara es utensilio fundamental en la cocina.""","""Of course, here you go: 'The spoon is a fundamental utensil in the kitchen.'"""
el cuchillo,knife,Claramente vi el cuchillo encima de la mesa en la cocina.,"Certainly! Here is a sentence using the phrase ""Claramente vi el cuchillo encima de la mesa en la cocina."" in English:

""Clearly, I saw the knife on the table in the kitchen."""
la servilleta,napkin,"Por favor, pasa me la servilleta para limpiar este derrame.","""Please pass me the napkin to clean up this spill."""
dulce,sweet,"Claro, aquí tienes una frase: ""Me encanta el sabor dulce del pastel de chocolate"".","Claro, here is a sentence: ""Me encanta el sabor dulce del pastel de chocolate"" which translates to ""I love the sweet taste of chocolate cake."""
salado(a),savory,El pescado está salado hoy.,The fish is salty today.
rico(a),delicious,¡El pastel de chocolate estaba tan rico que me lo comí todo!,The chocolate cake was so delicious that I ate it all!
el desayuno,breakfast,"Claro, aquí tienes: ""Me gusta disfrutar de el desayuno con un café caliente todas las mañanas"".","Of course, here you go: ""I enjoy having breakfast with a hot coffee every morning."""
el almuerzo,lunch,"Durante el almuerzo, disfruté de una sabrosa ensalada y un refrescante vaso de limonada.","During lunch, I enjoyed a tasty salad and a refreshing glass of lemonade."
la cena,dinner,Voy a preparar la cena para toda la familia esta noche.,I am going to prepare dinner for the whole family tonight.
el tentempié,snack,Me gusta tomar un tentempié por la tarde para recargar energías.,I like to have a snack in the afternoon to recharge my energy.
"la prenda, la ropa",clothes,¿Has lavado ya la ropa para mañana? Necesito encontrar la prenda adecuada para el evento.,"""Have you already washed the clothes for tomorrow? I need to find the right outfit for the event."""
los zapatos,shoes,¡No puedo salir sin mis zapatos favoritos!,"""I can't go out without my favorite shoes!"""
el pantalón,pants,El pantalón que compré ayer me queda perfecto.,"""The pants I bought yesterday fit me perfectly."""
la camiseta / la camisa,shirt,"Claro, aquí tienes: ""Mi hermana compró una camiseta nueva en la tienda de ropa.""","""Of course, here you go: 'My sister bought a new shirt at the clothing store.'"""
la chaqueta,jacket,"Por favor, no olvides tu la chaqueta antes de salir al frío.","""Please don't forget your jacket before heading out into the cold."""
la falda,skirt,Me gusta mucho el color de la falda que llevas puesta hoy.,"""I really like the color of the skirt you're wearing today."""
el suéter,sweater,Clara se puso el suéter azul para abrigarse del frío.,Clara put on the blue sweater to keep herself warm from the cold.
el vestido,dress,El vestido que compré para la fiesta es de color rojo.,The dress that I bought for the party is red.
la navidad,christmas,"Durante la Navidad, mi familia y yo decoramos el árbol juntos.","During Christmas, my family and I decorate the tree together."
el año nuevo,new year,¡Celebramos el año nuevo con una gran fiesta y fuegos artificiales!,We celebrate the new year with a big party and fireworks!
la pascua,easter,"Durante la Pascua, mi familia y yo celebramos con una gran cena.","During Easter, my family and I celebrate with a big dinner."
el día de san valentín,valentine’s day,El día de San Valentín es una fecha muy especial para expresar amor y cariño a nuestros seres queridos.,Valentine's Day is a very special date to express love and affection to our loved ones.
el día de la madre,mother’s day,El día de la madre es una fecha muy especial para celebrar y honrar a todas las madres.,Mother's Day is a very special day to celebrate and honor all mothers.
el día del padre,father’s day,El día del padre es una fecha importante para celebrar y honrar a los papás.,Father's Day is an important date to celebrate and honor dads.
el día de la independencia,independence day,El día de la independencia de México se celebra el 16 de septiembre.,"""Mexican Independence Day is celebrated on September 16th."""
el día de acción de gracias,thanksgiving,El día de acción de gracias es una festividad importante celebrada en Estados Unidos y Canadá.,Thanksgiving Day is an important holiday celebrated in the United States and Canada.
el cumpleaños,birthday,Mañana celebraremos el cumpleaños de mi mejor amiga con una fiesta sorpresa.,Tomorrow we will celebrate my best friend's birthday with a surprise party.
la fiesta,the party,Voy a disfrutar de la fiesta este fin de semana con mis amigos.,I am going to enjoy the party this weekend with my friends.
la boda,the wedding,¡La boda de Ana y Pedro será en la playa el próximo mes!,Ana and Pedro's wedding will be on the beach next month!
el cuerpo humano,the human body,El cuerpo humano es una máquina increíblemente compleja y sorprendente.,"""The human body is an incredibly complex and amazing machine."""
la cabeza,head,El dolor de cabeza me impide concentrarme en mi trabajo.,"""The headache is preventing me from concentrating on my work."""
el pecho,chest,El niño abrazó a su madre y se recostó en su pecho.,"""The boy hugged his mother and leaned against her chest."""
el oído / la oreja,ear,"Por favor, asegúrate de limpiar bien el oído para evitar cualquier tipo de infección.","Por favor, asegúrate de limpiar bien el oído para evitar cualquier tipo de infección antes de nadar en la piscina."
el ojo,eye,El oftalmólogo examinó el ojo izquierdo del paciente y encontró una pequeña irritación.,"""The ophthalmologist examined the patient's left eye and found a small irritation."""
la cara,face,Ella tenía una sonrisa radiante en la cara.,She had a radiant smile on her face.
la mano,hand,"Por favor, extiende la mano para ayudarte.","""Please extend your hand so I can help you."""
la boca,mouth,A Juan le dolía la boca después de comer helado muy frío.,Juan's mouth hurt after eating very cold ice cream.
el pie,foot,Me dolía el pie después de correr en la mañana.,"""My foot hurt after running in the morning."""
la espalda,back,Clara se lastimó la espalda mientras levantaba cajas pesadas.,Clara hurt her back while lifting heavy boxes.
el pelo,hair,Ella tiene el pelo largo y rubio.,"""Her hair is long and blonde."""
el codo,elbow,Él se apoyó en el codo mientras leía su libro favorito.,He leaned on his elbow while reading his favorite book.
el dedo,finger,"Claro, aquí tienes: Me lastimé el dedo jugando al baloncesto.","Of course, here you go: ""I injured my finger playing basketball."""
la pantorrilla,calf,"Por favor, dile al entrenador que me lastimé la pantorrilla durante el partido de fútbol.","Por favor, dile al entrenador que me lastimé la pantorrilla durante el partido de fútbol."
la pierna,leg,Él se lastimó la pierna jugando fútbol ayer.,"""He hurt his leg playing soccer yesterday."""
la muñeca,wrist,Clara llevaba una pulsera nueva en la muñeca.,Clara wore a new bracelet on her wrist.
el talón,heel,El talón del pie me duele mucho después de correr.,"""The heel of my foot hurts a lot after running."""
el brazo,arm,Él se lastimó el brazo en el partido de fútbol.,He hurt his arm during the soccer game.
el cuello,neck,El médico le examinó el cuello para verificar si tenía alguna dolencia.,The doctor examined his neck to check for any ailments.
el tobillo,ankle,Me torcí el tobillo mientras jugaba fútbol.,"""I twisted my ankle while playing soccer."""
la frente,forehead,Él se llevó la mano a la frente al darse cuenta de su error.,He brought his hand to his forehead upon realizing his mistake.
el muslo,thigh,El chef preparó un delicioso plato de pollo al horno con una jugosa porción de muslo.,The chef prepared a delicious baked chicken dish with a juicy serving of thigh.
la barba,beard,El hombre llevaba una barba larga y bien cuidada.,The man had a long and well-groomed beard.
el bigote,mustache,El señor tenía un bigote muy largo y bien cuidado.,The man had a very long and well-groomed mustache.
la lengua,tongue,La lengua es un órgano importante para saborear la comida.,The tongue is an important organ for tasting food.
el dedo del pie,toe,El dedo del pie me duele después de caminar mucho tiempo.,"""The toe hurts after walking for a long time."""
la cintura,waist,Ella tiene una cintura muy delgada y definida.,She has a very slim and defined waist.
la cadera,hip,"Claro, aquí tienes una oración: ""Bailó toda la noche moviendo la cadera al ritmo de la música"".","""Of course, here is a sentence: 'He danced all night, swaying his hips to the rhythm of the music'."""
las nalgas,buttocks,Las nalgas de esa silla son muy cómodas.,The buttocks of that chair are very comfortable.
el pulgar,thumb,"Claro, aquí tienes: ""El pulgar es el dedo más grueso de la mano.""","""Of course, here you go: 'The thumb is the thickest finger on the hand.'"""
la rodilla,knee,El jugador de fútbol se lastimó la rodilla durante el partido.,The soccer player injured his knee during the game.
la nariz,nose,Clara se resfrió y se le congestió la nariz.,Clara caught a cold and her nose got congested.
"la mejilla, el cachete",cheek,Se ruborizó hasta las mejillas cuando le dieron un beso en el cachete.,She blushed all the way to her cheeks when they gave her a kiss on the cheek.
los labios,lips,Los labios rojos de la modelo resaltaban su belleza natural.,The red lips of the model accentuated her natural beauty.
el hombro,shoulder,Clara se lastimó el hombro jugando fútbol.,Clara hurt her shoulder while playing soccer.
"la barbilla, el mentón",chin,Él se tocaba la barbilla mientras pensaba en la respuesta.,He touched his chin while he thought about the answer.
las cejas,eyebrows,Ella se sorprendió tanto que levantó las cejas.,She was so surprised that she raised her eyebrows.
las pestañas,eyelashes,Ella tiene las pestañas largas y rizadas.,She has long and curly eyelashes.
el ombligo,belly button,El bebé tiene una sonrisa adorable cuando le hacen cosquillas en el ombligo.,The baby has an adorable smile when they tickle their belly button.
la piel,skin,La piel es el órgano más grande del cuerpo humano.,"""The skin is the largest organ of the human body."""
el vientre,stomach,El bebé crece y se desarrolla dentro del vientre de la madre.,The baby grows and develops within the mother's womb.
la garganta,throat,Me duele la garganta después de cantar por tanto tiempo.,"""After singing for so long, my throat hurts."""
los dientes/las muelas,teeth,Los dientes son parte importante de nuestra salud bucal.,"""The teeth are an important part of our oral health."""
Connect your Spanish ideas with these transition words and your sentences will begin to flow with ease!,,¡Conecta tus ideas en español con estas palabras de transición y tus oraciones comenzarán a fluir con facilidad!,"Connect your ideas in Spanish with these transition words, and your sentences will start to flow easily!"
al principio,at the beginning,"Al principio, no entendí la lección, pero después de estudiar más, todo se aclaró.","At first, I didn't understand the lesson, but after studying more, everything became clear."
en primer lugar,firstly,"En primer lugar, debemos planificar el itinerario de nuestras vacaciones.","Firstly, we must plan our vacation itinerary."
para comenzar,to start,"Para comenzar el día, me gusta hacer yoga.","To start the day, I like to do yoga."
antes,before,"""Siempre desayuno antes de ir al trabajo.""","""I always eat breakfast before going to work."""
después,after,Clase de español es por la mañana y la clase de matemáticas es después.,The Spanish class is in the morning and the math class is afterwards.
a continuación,in continuation,"A continuación, te mostraré cómo resolver el problema paso a paso.","Here is a sentence for you: A continuación, te mostraré cómo resolver el problema paso a paso para que puedas comprenderlo mejor."
mientras tanto,meanwhile,"El chef preparaba el postre, mientras tanto, los comensales disfrutaban de sus platillos principales.","The chef was preparing the dessert, meanwhile, the diners were enjoying their main courses."
al final,at the end,"Claro, aquí tienes: ""Al final del día, lo importante es disfrutar de las pequeñas cosas de la vida.""","Of course, here you go: ""At the end of the day, what matters is to enjoy the small things in life."""
además,additionally,"Claro, aquí tienes una oración: Además de estudiar para el examen, también tengo que hacer la tarea de matemáticas.","""Sure, here is a sentence: Besides studying for the exam, I also have to do the math homework."""
aparte de,apart from,"Aparte de estudiar para el examen, también tengo que terminar mi proyecto de investigación.","Apart from studying for the exam, I also have to finish my research project."
asimismo,at the same time,"Los niños aprenderán a cuidar el medio ambiente y, asimismo, a respetar a los animales.","The children will learn to take care of the environment and, likewise, to respect the animals."
también,also,"Claro, aquí tienes: ""A mí me gusta bailar salsa y también me encanta escuchar música bachata"".","Of course, here you go: ""I enjoy dancing salsa and I also love listening to bachata music."""
de igual manera,in the same way,"De igual manera, es importante seguir las normas de seguridad en todo momento.","De igual manera, es importante seguir las normas de seguridad en todo momento para garantizar la protección de todos los trabajadores."
pero,but,"Claro que quiero ir al cine, pero mi hermana está enferma y no puedo dejarla sola.","""Of course I want to go to the movies, but my sister is sick and I can't leave her alone."""
sin embargo,however,"Sin embargo, decidí seguir adelante con mis planes a pesar de las dificultades.","""Despite the difficulties, I decided to move forward with my plans."""
no obstante,nevertheless,"El examen fue difícil; no obstante, logré obtener una buena calificación.","""The exam was difficult; however, I managed to get a good grade."""
por otro lado,on the other hand,"Por otro lado, prefiero quedarme en casa en lugar de salir a celebrar esta noche.","""Por otro lado, prefiero quedarme en casa en lugar de salir a celebrar esta noche."""
aunque,even though,"Aunque hacía frío, salimos a caminar por el parque.","Even though it was cold, we went out for a walk in the park."
a pesar de,despite,"A pesar de la lluvia, salimos a caminar por el parque.","Despite the rain, we went out for a walk in the park."
"Wherever you are, you’ll want to be able to talk about your location in Spanish.",,"Donde sea que estés, querrás poder hablar sobre tu ubicación en español.","Wherever you are, you will want to be able to talk about your location in Spanish."
dentro de,inside of,La llave está dentro de la bolsa.,The key is inside the bag.
encima de/sobre,on top of,El gato está encima de la mesa.,"""The cat is on top of the table."""
debajo de,underneath of,El gato se esconde debajo de la cama.,"""The cat hides under the bed."""
delante de,in front of,El perro se encuentra delante de la puerta.,The dog is in front of the door.
detrás de,behind,El gato está detrás de la mesa.,"""The cat is behind the table."""
entre,between,Los niños jugaron entre los árboles en el parque.,The children played among the trees in the park.
en,in/on/at,Vivo en una casa cerca del parque.,"Sure! Here is a sentence in English using the phrase ""Vivo en una casa cerca del parque"": ""I live in a house near the park."""
dentro de,inside of,"Claro, aquí tienes: Dentro de la caja hay un regalo sorpresa.","Of course, here you go: Inside the box there is a surprise gift."
fuera de,outside of,La pelota está fuera de la cancha.,"""The ball is out of bounds."""
arriba de,above,El gato está arriba de la mesa.,The cat is on top of the table.
en medio de,in the middle of,"En medio de la tormenta, salieron en busca de refugio.","In the middle of the storm, they set out in search of shelter."
cerca de,close to,Hay un parque cerca de mi casa.,There is a park near my house.
lejos de,far from,El parque está lejos de mi casa.,The park is far from my house.
al lado de,next to,El parque está al lado de la biblioteca en mi vecindario.,The park is next to the library in my neighborhood.
alrededor de,around,El parque está alrededor de la esquina de mi casa.,The park is around the corner from my house.
a la izquierda de,to the left of,El parque está a la izquierda de la iglesia.,The park is to the left of the church.
a la derecha de,to the right of,El baño se encuentra a la derecha de la cocina.,The bathroom is located to the right of the kitchen.
estar,to be,"Claro, aquí tienes una oración: ""Estoy muy feliz de poder ayudarte hoy"".","""Of course, here is a sentence: 'I am very happy to be able to help you today'."""
colocar,to place,Voy a colocar los libros en la estantería.,I am going to place the books on the bookshelf.
ubicar,to position,"Me podrías ayudar a ubicar la tienda más cercana, por favor?","""Could you help me locate the nearest store, please?"""
poner,to put,Clara va a poner la mesa para la cena.,Clara is going to set the table for dinner.
situar,to place,La casa se sitúa en un tranquilo barrio residencial.,The house is located in a quiet residential neighborhood.
"aquí, acá",here,"¡Aquí, acá hay un hermoso jardín con muchas flores de colores diferentes!","Here, there is a beautiful garden with many flowers of different colors!"
ahí,there,"Claro, aquí tienes una frase: ""¿Dónde dejé las llaves? Creo que las dejé ahí en la mesa.""","Of course, here is a sentence: ""Where did I leave the keys? I think I left them there on the table."""
allí,there,"Claro, aquí tienes una frase: ""Voy a esperarte allí en la parada del autobús"".","""Of course, here is a sentence: 'Voy a esperarte allí en la parada del autobús' which means 'I will wait for you there at the bus stop'."""
allá,over there,"Claro, aquí tienes: ""Voy a visitar a mis abuelos allá en el campo este fin de semana.""","Of course, here you go: ""I am going to visit my grandparents out in the countryside this weekend."""
el este,east,El este es la dirección en la que sale el sol por la mañana.,"""He este es la dirección en la que sale el sol por la mañana, así que es un buen lugar para disfrutar de bonitos amaneceres."""
el norte,north,Voy a viajar hacia el norte para explorar las montañas y los paisajes naturales.,I am going to travel north to explore the mountains and natural landscapes.
el oeste,west,El sol se oculta en el oeste cada tarde.,"""The sun sets in the west every evening."""
el sur,south,Me encanta viajar al sur de España en verano.,"""Me encanta viajar al sur de España en verano porque me relaja tomar el sol en las playas y disfrutar de la deliciosa comida local."""
"Check out this classroom vocabulary for some of the 1,000 most common Spanish words.",,"¡Echa un vistazo a este vocabulario de la clase para algunas de las 1,000 palabras más comunes en español!","Sure, here is a sentence using the provided phrase:
""Take a look at this class vocabulary for some of the 1,000 most common words in Spanish!"""
la clase,classroom,La clase de matemáticas es muy interesante y desafiante.,The math class is very interesting and challenging.
el aula,classroom,"En el aula de clases, los estudiantes aprenden de manera colaborativa.","In the classroom, students learn collaboratively."
la pizarra,blackboard,El profesor escribió la lección en la pizarra.,The teacher wrote the lesson on the chalkboard.
el pizarrón,whiteboard,El profesor escribió la tarea en el pizarrón para que los estudiantes la copiaran.,The teacher wrote the assignment on the blackboard so that the students could copy it.
la tiza,chalk,El maestro escribió en la pizarra con la tiza blanca.,The teacher wrote on the chalkboard with the white chalk.
el marcador,marker,El marcador indica el resultado final del partido de fútbol.,"""The scoreboard shows the final result of the soccer match."""
el borrador,eraser,"Claro, aquí tienes una oración: ""Por favor, pasa el borrador para limpiar la pizarra"".","""Sure, here is a sentence: 'Por favor, pasa el borrador para limpiar la pizarra' means 'Please pass the eraser to clean the blackboard'."""
el escritorio,desk,El escritorio está lleno de papeles y libros.,"""The desk is full of papers and books."""
el pupitre,desk,El pupitre de la clase es de madera y tiene un cajón para guardar los útiles escolares.,The desk in the classroom is made of wood and has a drawer to store school supplies.
